Chrom	Pos	EnrichmentRatio
Chr1	6433970	0.0
Chr1	11978778	0.2521
Chr1	1786614	0.0
Chr1	1813837	0.1286
Chr1	9483409	0.0
Chr1	5315118	0.4832
Chr1	5739542	0.0299
Chr1	10436436	0.0
Chr1	1855037	0.2547
Chr1	13206585	0.2731
Chr1	5363450	0.1649
Chr1	3572709	0.1797
Chr1	7735271	0.1776
Chr1	1928359	0.0149
Chr1	1947383	0.0
Chr1	1971732	0.0181
Chr1	1988307	0.0
Chr1	4702035	0.2647
Chr1	9626757	0.1348
Chr1	11376685	0.1798
Chr1	5446868	0.0
Chr1	5641895	0.6553
Chr1	11903838	0.2849
Chr1	3599794	0.0599
Chr1	7479941	0.1647
Chr1	2490952	0.0149
Chr1	2518353	0.3194
Chr1	3658001	0.0
Chr1	6214915	0.1498
Chr1	3820324	0.1673
Chr1	10225421	0.4168
Chr1	8662324	0.2099
Chr1	13074544	0.1649
Chr1	2689629	0.0599
Chr1	9211364	0.0
Chr1	2731615	0.0
Chr1	9468400	0.5497
Chr1	10222996	0.1743
Chr1	6046223	0.0
Chr1	6168060	0.0
Chr1	12353732	0.0318
Chr1	3264956	0.0749
Chr1	3327719	0.0
Chr1	3392028	0.0
Chr1	3408919	0.1348
Chr1	3648600	0.0
Chr1	3456884	0.0299
Chr1	3496370	0.0969
Chr1	3503425	0.1349
Chr1	6086857	0.0449
Chr1	3525776	0.5872
Chr1	3534971	0.0849
Chr1	3585554	0.0
Chr1	3614099	0.0149
Chr1	6355882	0.0
Chr1	9959826	0.6072
Chr1	3631361	0.0
Chr1	3733515	0.1948
Chr1	3740837	0.0
Chr1	3847079	0.1428
Chr1	3848009	0.1757
Chr1	9033879	0.0
Chr1	3908832	0.3748
Chr1	3713924	0.0
Chr1	9144305	0.3952
Chr1	3937792	0.5798
Chr1	3970583	0.0
Chr1	3989803	0.1648
Chr1	10738336	0.0
Chr1	9555136	0.0964
Chr1	11712131	0.2728
Chr1	4189999	0.4348
Chr1	8386912	0.3148
Chr1	4219381	0.0618
Chr1	10054632	0.3147
Chr1	4244930	0.0
Chr1	4414528	0.6447
Chr1	9210452	0.0149
Chr1	4461570	0.2499
Chr1	4548256	0.0449
Chr1	9847023	0.2846
Chr1	8695724	0.2247
Chr1	7334396	0.2903
Chr1	4645449	0.0149
Chr1	4653979	0.3899
Chr1	9481237	0.0
Chr1	11673861	0.2938
Chr1	8371439	0.0899
Chr1	4753992	0.0
Chr1	11769332	0.3767
Chr1	11122314	0.2184
Chr1	10247851	0.6448
Chr1	12868215	0.2763
Chr1	4822260	0.0749
Chr1	4835262	0.0599
Chr1	4919450	0.1949
Chr1	9457494	0.4704
Chr1	5109392	0.0
Chr1	11470112	0.1049
Chr1	5150897	0.2402
Chr1	10797764	0.3484
Chr1	10050525	0.2997
Chr1	5210676	0.0
Chr1	5249834	0.0
Chr1	5419230	0.2628
Chr1	5499006	0.0
Chr1	5513403	0.1349
Chr1	5540530	0.0
Chr1	5548113	0.0
Chr1	11668186	0.3747
Chr1	5575402	0.28
Chr1	5628164	0.1049
Chr1	5635935	0.5731
Chr1	6143887	0.1498
Chr1	9604117	0.0299
Chr1	9815270	0.2577
Chr1	5846845	0.0
Chr1	7914687	0.2247
Chr1	5870037	0.4462
Chr1	5942602	0.1049
Chr1	5956947	0.3045
Chr1	7591856	0.0
Chr1	6062113	0.2248
Chr1	6066601	0.0199
Chr1	7154994	0.1947
Chr1	6082170	0.0
Chr1	6148297	0.0
Chr1	6319217	0.0749
Chr1	9455722	0.3519
Chr1	6322780	0.0
Chr1	6369885	0.0449
Chr1	7022640	0.2537
Chr1	6488472	0.2547
Chr1	10791100	0.2248
Chr1	12549455	0.2549
Chr1	10722462	0.1348
Chr1	9828067	0.4196
Chr1	8663940	0.2099
Chr1	7185986	0.0
Chr1	9360149	0.5196
Chr1	7375963	0.0187
Chr1	7593381	0.0
Chr1	7650145	0.0
Chr1	8973407	0.0
Chr1	9421011	0.3748
Chr1	8720800	0.1347
Chr1	7951591	0.2509
Chr1	9607708	0.0299
Chr1	9095444	0.0748
Chr1	12158764	0.0299
Chr1	8284367	0.2315
Chr1	9889617	0.5348
Chr1	8351495	0.2053
Chr1	9266762	0.1788
Chr1	12167312	0.2397
Chr1	8674256	0.0748
Chr1	8721852	0.1347
Chr1	8909268	0.1798
Chr1	8910191	0.1798
Chr1	8999031	0.2099
Chr1	11238282	0.3629
Chr1	10313063	0.1499
Chr1	9075202	0.0449
Chr1	10580325	0.2673
Chr1	9637026	0.0599
Chr1	11372568	0.0
Chr1	10569813	0.3584
Chr1	10560042	0.3397
Chr1	10686774	0.0972
Chr1	10950454	0.4401
Chr1	11717411	0.1858
Chr1	12157656	0.0299
Chr1	11241536	0.6883
Chr1	13071357	0.2355
Chr5	20936896	0.1444
Chr2	601358	0.1798
Chr2	603794	0.2847
Chr2	4536359	0.0
Chr2	6658917	0.1215
Chr2	7581439	0.0598
Chr3	9982225	0.1872
Chr3	13212854	0.0
Chr4	2596990	0.1497
Chr4	18268459	0.0899
Chr4	12809217	0.0
Chr1	2513068	0.2697
Chr1	5000204	0.1648
Chr1	151661	0.1836
Chr1	5669107	0.0
Chr1	167885	0.3148
Chr1	11606615	0.1049
Chr1	3506044	0.0706
Chr1	201351	0.0
Chr1	13142017	0.3297
Chr1	213034	0.3314
Chr1	271646	0.0
Chr1	12582098	0.0899
Chr1	286856	0.0105
Chr1	320008	0.0
Chr1	3713221	0.0
Chr1	8124724	0.0
Chr1	385996	0.0
Chr1	420367	0.0299
Chr1	9485109	0.0
Chr1	465599	0.1948
Chr1	506586	0.5196
Chr1	537063	0.2096
Chr1	6484368	0.2846
Chr1	559782	0.2998
Chr1	4292637	0.4161
Chr1	4173905	0.0599
Chr1	627789	0.0
Chr1	9207682	0.1467
Chr1	1033702	0.1499
Chr1	704352	0.0149
Chr1	12122522	0.0
Chr1	728117	0.0599
Chr1	12360818	0.0
Chr1	3714595	0.0
Chr1	3843584	0.0
Chr1	3388994	0.0
Chr1	4163840	0.2398
Chr1	9145524	0.5171
Chr1	10933406	0.0
Chr1	1297088	0.0149
Chr1	8523391	0.0
Chr1	1072510	0.1049
Chr1	1076504	0.1049
Chr1	5843796	0.0
Chr1	10571965	0.3446
Chr1	1117668	0.0599
Chr1	5636458	0.6247
Chr1	1142020	0.1498
Chr1	1170233	0.3899
Chr1	11813693	0.3355
Chr1	1186379	0.1199
Chr1	1188916	0.1199
Chr1	1196791	0.2088
Chr1	7938864	0.7598
Chr1	7111173	0.2548
Chr1	1328114	0.0
Chr1	5638311	0.7058
Chr1	662354	0.2247
Chr1	4823008	0.0749
Chr1	2409834	0.0
Chr1	3141653	0.0
Chr1	1342901	0.1648
Chr1	1344369	0.133
Chr1	10284316	0.0
Chr1	1399550	0.0
Chr1	1544701	0.3498
Chr1	1572029	0.3297
Chr1	12623760	0.3598
Chr1	1607136	0.1284
Chr1	5071002	0.4498
Chr1	5340255	0.1798
Chr1	3883397	0.4448
Chr1	6208130	0.0299
Chr1	8506164	0.2648
Chr1	2890672	0.1799
Chr1	7634550	0.1749
Chr1	1764668	0.0
Chr1	1773872	0.0299
Chr1	4230249	0.3898
Chr1	4240124	0.0
Chr1	1814736	0.1649
Chr1	1821717	0.1948
Chr1	1825162	0.0299
Chr1	1848614	0.3146
Chr1	2683474	0.0599
Chr1	5363239	0.186
Chr1	1867539	0.0
Chr1	7735172	0.1875
Chr1	1869698	0.0
Chr1	5108528	0.0
Chr1	6489851	0.2998
Chr1	12157080	0.0299
Chr1	9170271	0.0149
Chr1	2022563	0.0
Chr1	2036296	0.0
Chr1	2043135	0.0
Chr1	2115506	0.0
Chr1	2147549	0.3349
Chr1	2231456	0.1348
Chr1	2238345	0.1647
Chr1	2484239	0.0
Chr1	3702270	0.0149
Chr1	11923945	0.2698
Chr1	2548668	0.2398
Chr1	2564986	0.0299
Chr1	2575533	0.0
Chr1	2579236	0.0
Chr1	2608512	0.0149
Chr1	2622520	0.0149
Chr1	10297252	0.1798
Chr1	2718789	0.1498
Chr1	6357377	0.0
Chr1	2938929	0.0
Chr1	3017003	0.0899
Chr1	3123166	0.0
Chr1	3142099	0.0
Chr1	3235053	0.0449
Chr1	11530452	0.0248
Chr1	10352903	0.1949
Chr1	3694970	0.1198
Chr1	3797746	0.0
Chr1	3454307	0.0299
Chr1	10221282	0.1198
Chr1	6434678	0.0
Chr1	6831400	0.0449
Chr1	3513305	0.0149
Chr1	10428915	0.0
Chr1	3808537	0.1949
Chr1	9696813	0.1049
Chr1	3632340	0.0
Chr1	3624729	0.0
Chr1	3630813	0.0
Chr1	4717176	0.0449
Chr1	5138532	0.1349
Chr1	5941328	0.1049
Chr1	11576357	0.2341
Chr1	11242220	0.7047
Chr1	3871921	0.3748
Chr1	9288900	0.1048
Chr1	9144178	0.3825
Chr1	3937969	0.5798
Chr1	7101977	0.1948
Chr1	6254997	0.0
Chr1	5179678	0.0
Chr1	4121007	0.1649
Chr1	4127244	0.1798
Chr1	4146677	0.0576
Chr1	10946028	0.2076
Chr1	4202534	0.0
Chr1	10383570	0.1347
Chr1	4243690	0.0
Chr1	7509470	0.4567
Chr1	6501276	0.1648
Chr1	4456198	0.2099
Chr1	13899666	0.1798
Chr1	8572887	0.4348
Chr1	4613232	0.0749
Chr1	4633368	0.0
Chr1	4645308	0.0149
Chr1	9605355	0.0299
Chr1	10062955	0.7348
Chr1	4704280	0.3027
Chr1	4740871	0.1197
Chr1	4753401	0.0
Chr1	9533766	0.0449
Chr1	4787395	0.3447
Chr1	4788489	0.3009
Chr1	4806523	0.1798
Chr1	4811092	0.2097
Chr1	8507068	0.2648
Chr1	10158050	0.3299
Chr1	5465158	0.0
Chr1	4969278	0.1049
Chr1	7592650	0.0
Chr1	5141665	0.1363
Chr1	9600580	0.0
Chr1	5171755	0.0748
Chr1	5210546	0.0
Chr1	8867416	0.1947
Chr1	9731291	0.0449
Chr1	10964531	0.2796
Chr1	6136647	0.0945
Chr1	8658867	0.3747
Chr1	7293706	0.0748
Chr1	7906772	0.2997
Chr1	5575139	0.2537
Chr1	12386208	0.279
Chr1	13055229	0.2319
Chr1	13054425	0.2972
Chr1	5662332	0.0068
Chr1	5714409	0.0899
Chr1	5816169	0.3115
Chr1	6571764	0.0898
Chr1	5858307	0.1005
Chr1	10388203	0.0548
Chr1	8346855	0.1948
Chr1	9937824	0.2424
Chr1	6057261	0.2248
Chr1	8679152	0.0898
Chr1	7545920	0.3247
Chr1	6069080	0.0
Chr1	10469827	0.0
Chr1	7430677	0.0
Chr1	6216564	0.1199
Chr1	6253790	0.0
Chr1	6331840	0.3239
Chr1	10986758	0.0957
Chr1	6371039	0.1037
Chr1	7043902	0.2649
Chr1	6671508	0.2098
Chr1	6718657	0.4648
Chr1	6764820	0.0898
Chr1	6789194	0.3092
Chr1	7068615	0.0749
Chr1	7503631	0.5547
Chr1	7215627	0.0
Chr1	11873927	0.3274
Chr1	10907006	0.2205
Chr1	8705128	0.1797
Chr1	7655665	0.1364
Chr1	7684160	0.1049
Chr1	7780184	0.2432
Chr1	8281530	0.0449
Chr1	8025377	0.3448
Chr1	8047846	0.1803
Chr1	8158843	0.1048
Chr1	9003576	0.2099
Chr1	8302591	0.2198
Chr1	9453031	0.1948
Chr1	8493319	0.2466
Chr1	8651590	0.2847
Chr1	11057146	0.3394
Chr1	10219511	0.1237
Chr1	10819374	0.0475
Chr1	15607610	0.3897
Chr1	9716522	0.0
Chr1	9017577	0.1198
Chr1	9063210	0.2547
Chr1	10609897	0.0
Chr1	9346039	0.5648
Chr1	11372833	0.0032
Chr1	11282178	0.4198
Chr1	9788111	0.0299
Chr1	12592131	0.0
Chr1	13072133	0.2216
Chr1	11717070	0.1648
Chr1	1934213	0.1198
Chr1	11116159	0.4497
Chr1	12495686	0.1049
Chr1	11880670	0.1949
Chr1	30069799	0.1049
Chr2	603691	0.2847
Chr2	603826	0.2847
Chr2	2656360	0.0
Chr2	6664117	0.1614
Chr2	7584146	0.0448
Chr5	1482647	0.1198
Chr3	12054883	0.0
Chr4	2602649	0.0
Chr4	12809176	0.0
Chr4	12809272	0.0
